Current Time, Keystroke, Video Name
0.633628, a, 3B_Final_Beach1_Var2_NH.mp4
1.482539, z, 3B_Final_Beach1_Var2_NH.mp4
2.155992, c, 3B_Final_Beach1_Var2_NH.mp4
2.480605, z, 3B_Final_Beach1_Var2_NH.mp4
4.233795, z, 3B_Final_Beach1_Var2_NH.mp4
4.582543, x, 3B_Final_Beach1_Var2_NH.mp4
5.026962, z, 3B_Final_Beach1_Var2_NH.mp4
5.116375, x, 3B_Final_Beach1_Var2_NH.mp4
5.171714, c, 3B_Final_Beach1_Var2_NH.mp4
